message ID,message,ingroup_cohesion_manual,positionality,"Explicit comparison to an animal, machine or non-human substance",Moral disgust or indifference,Extreme negative evaluation,Denial of prosocial values and communality,Deindividuated entitative perception,Denial of agency,Dehumanising_outgroup,Confidence,Dehumanising_other,Dehumanising_other_target
692112,"⚡️Официальное заявление СБУ о ситуации в Украине⚡️

Тема возможного полномасштабного вторжения России в Украину у всех на слуху, включая все мировые СМИ. СБУ опубликовала на своём сайте заявление, рассказав, что наша страна столкнулась с попытками нагнетания паники и распространения фейка❌

СБУ анализирует различные сценарии развития событий и разработала план на любой из них✅ Служба безопасности призывает не паниковать, не верить фейкам, а проверять информацию и доверять только официальным источникам⚠️

👉Днепр Оперативный

Предложить новость|Наш инстаграм",1,ukraine_russian,0,0,0,0,0,0,0,3,,
729708,Російська армія втратила 88 літаків та вертольотів з початку повномасштабного вторгнення — командування Повітряних Сил ЗСУ,0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
27549,"Песков заявил, что в ожидании переговоров Путин вчера приостановил продвижение группировки российских вооруженных сил на Украине. Сегодня оно возобновилось

«Вчера днем в связи с ожидавшимися переговорами с украинским руководством президент России отдал приказ о приостановке продвижения основных сил российских войск. Поскольку по сути украинская сторона отказалась от переговоров сегодня днем возобновилось продвижение основных российских сил», — сказал Песков.

Также пресс-секретарь президента отметил, что Украина отказалась от переговоров с российской стороной.",0,russia,0,0,0,0,0,0,0,3,,
704694,"🇷🇺 На віртуальних машинах ""Бітрікс"" територія України розділена на 4 частини. Є ризик використання цього продукту

Бітрікс24 — російський хмарний сервіс, який пропонує набір інструментів для організації роботи компаній та побудови взаємовідносин з клієнтами. Розробник та провайдер — російська компания ""1С-Битрикс"".

Наразі, через ліквідацію українського офісу усе переходить під контроль головного офісу компанії в Калінінграді. Тож є ризики використання цього російського програмного продукту.

Зокрема пропонують вибрати такі зони України: Крим, Україну (більшість території), Транскарпаття та Запоріжжя й Східний Луганськ.

Підтримати ЦН| Tg|  Fb | Twitter| TikTok",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
87280,"Глава Евросовета Шарль Мишель сообщил о телефонном разговоре с Путиным, в ходе которого он призвал президента открыть к Пасхе гуманитарные коридоры из Мариуполя и других населенных пунктов Украины.

20 апреля Мишель и Зеленский встретились в Киеве, где обсудили помощь Евросоюза Украине.",0,russia,0,0,0,0,0,0,0,3,,
705478,"​​❌ РНБО пропонує вигнати Росію з Радбезу ООН

Секретар Ради національної безпеки та оборони Олексій Данілов вважає, що Російську Федерацію треба виключити з Ради Безпеки ООН. Він нагадав, що Москва не має наміру виконувати рішення Міжнародного Суду ООН.

""Що тоді в Радбезі ООН робить Російська Федерація? Може, пора звідти її прибирати, якщо вона не хоче виконувати ті правила і норми, чинні в цивілізованому сучасному світі?""- запитує Данілов.

Підтримати ЦН| Tg|  Fb | Twitter | TikTok",0,ukraine_ukrainian,0,0,0.5,0,0,0,0,2,,
197884,"❗️Псаки: Байден отклоняет предложения американского сенатора Кунса, призывающего к отправке войск на Украину, США не собираются воевать с РФ",0,russia,0,0,0,0,0,0,0,3,,
563261,"⚡️Немецкое издание Bild сообщило об убийстве жителя Бучи Ильи Навального

Имеет ли он какое-то родственное отношение к российскому оппозиционеру Алексею Навальному, неизвестно, но родом Илья из Залесья — украинской деревни, в которой родился отец Алексея. 
 
«Мы вошли в наш дом, и встретили Илью, который спускался по лестнице. Я сказал ему: не выходи, там будет стрельба. Но он все еще хотел ненадолго выйти, чтобы выкурить сигарету. Потом я слышала выстрелы снова и снова», — рассказ очевидицы.
 
Затем Мария обнаружила на улице тело Ильи, рядом с которым лежал его паспорт.

Киев — прямая трансляция 👈
Прислать новость",0,ukraine_russian,0,0,0,0,0,0,0,3,,
581549,Русская армия уже в глуби запорожской области. В течении нескольких часов окружат полностью Запорожье.,0,ukraine_russian,0,0,0,0,0,0,0,3,,
95963,"Образовательная онлайн-платформа Coursera приостанавливает деятельность в России

ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА.

В частности, с платформы исчезнет контент от российских университетов и других партнеров. А российские пользователи не смогут приобрести платные курсы. 

Большинство курсов для украинских пользователей станут бесплатными для просмотра.",0,russia,0,0,0,0,0,0,0,3,,
434876,Окрестности Харькова: сожжены российские «Грады».  Есть погибший российский военный,0,ukraine_russian,0,0,0,0,0,0,0,3,,
799683,"❗️Для масових протестів проти Путіна росіянам потрібно не менше двох тижнів – опозиціонер Михайло Ходорковський.  

Також за його словами 👇

🔸За пару днів мозок людей не повернеш після пропаганди.

🔸 Більшість громадян РФ переконані, що це не війна з Україною, а спроба «звільнити» український народ від вигаданих Путіним «нациків» і «бандерівців». Люди у це свято вірять.

🔸Санкції проти РФ серйозно сприяють просвітленню мозку. І валюта стала коштувати набагато дорожче.

🔸 Скільки часу потрібно, щоб люди очухалися? Не менше ніж два тижні.

🔸 Вже погрожують відключенням повністю інтернету. Вони розуміють, якщо людям пояснити, що насправді трапляється в Україні, то росіяни будуть панікувати та виходити на мітинги.

🔸 Багато харків'ян, які втратили будинки через обстріл, поїдуть до родичів до Росії і почнуть розповідати, що там насправді.

Підписатись на Факти Україна 🇺🇦",0,ukraine_ukrainian,0,0.5,0,0,0,1,0.5,3,,
142900,"В ВСУ запретили Telegram и обвинили владельцев мессенжера в работе на российские спецслужбы. Очередной виток ""Охоты на ведьм"".

@razved_dozor",0,russia,0,0,1,0,1,0,0.5,3,,
691086,"⚡️На Маріупольському напрямку українські військові сьогодні здійснили контратаку та знищили:
➖3 ворожі танки;
➖4 БМП;
➖2 Тигра;
➖близько 30 російських окупантів ліквідовані;
➖2 орків потрапили в полон;

👉Днепр Оперативный

Предложить новость|Наш инстаграм",0,ukraine_ukrainian,1,1,1,1,1,1,1,3,,
314279,"Глава российской делегации Владимир Мединский:

— Украина вчера впервые зафиксировала свою готовность к выполнению ряда важнейших условий для строительства добрососедских отношений с Россией

— Есть неопровержимые доказательства того, что Киев планировал наступление на Донбасс 

— Принципиальная позиция России в отношении Крыма и Донбасса остаётся неизменной 

— Письменные предложения Украины включают в себя отказ от ядерного оружия и вступления в НАТО 

— Предложения Украины содержат отказ от размещения иностранных военных баз и военных контингентов. 

@infomoscow24",0,russia,0,0,0,0,0,0,0,3,,
556002,"🙏 Сьогодні планують евакуювати рекордну кількість маріупольців 

""Евакуаційна колона з Бердянська вирушила до Запоріжжя. До 42 автобусів, яких супроводжують машини Червоного хреста та ДСНС, приєдналося багато приватного транспорту"" – повідомили у Маріупольській  міськраді 

Тримаємо кулачки і сподіваємося, що раша не почне стріляти по цивільним, як вже бувало десятки разів 😡

Підписуйся на 24 канал | Підтримай нас",0,ukraine_ukrainian,0,1,1,0,0,0,0.5,3,,
480506,"Видео удара по военному общежитию в Житомире, куда сегодня вечером попала российская ракета

Здание  полностью уничтожено.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
664746,Энергоатом публикует видео подлёта российских ракет над Южноукраинской АЭС. Предположительно они летят с территории Беларуси в сторону Николаева.,0,ukraine_russian,0,0,0,0,0,0,0,3,,
217158,"🤦‍♂️«Россия не атакует жилые кварталы», бредит Путин в разговоре с Макроном

Тем временем на самом деле. Это еще одно видео из Харькова. Как обстреливали обычный двор",0,russia,0,0.5,0,0,0,0.5,0,2,,
791955,"‼️Українці масово відмовляються від ""допомоги"" ворогів на тимчасово окупованих територіях, - ГУР України.

Попри це, окупанти намагаються деморалізувати місцеве населення: поширюють дезінформацію, посилюють контроль за телефонними та інтернет-мережами, впроваджують розрахунок російськими рублями.

Підписатись на Факти Україна 🇺🇦",0,ukraine_ukrainian,0,0,1,0,0,0,0.5,3,,
725964,"❕Євросоюз розширить списки осіб, до яких застосовуються санкції ЄС у зв’язку з агресивною війною росії проти України — головний дипломат Євросоюзу Жозеп Боррель.

За його словами, йдеться про десятки політиків, бізнесменів, пропагандистів, а також компанії у сфері військової та іншої промисловості, транспорту тощо",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
751517,Удар ВСУ по складу с боеприпасами ВС РФ на Луганщине этой ночью.,0,ukraine_russian,0,0,0,0,0,0,0,3,,
263443,"Война в Украине. Главное к этому часу

🔺За последние сутки российские войска не предпринимали крупных наступлений в Украине, а укрепляли свои оборонительные позиции, говорится в докладе Института изучения войны.

🔺В осаде в Мариуполе остаются еще 100 тысяч человек, рассказа украинский президент Владимир Зеленский.

🔺США и их союзники обсуждают возможность исключения России из ""Большой двадцатки"" G20.

🔺Американская администрация готовит новые санкции в отношении большинства депутатов российской Госдумы.

🔺Российских военных обвинили в уничтожении уникальной лаборатории в Чернобыле стоимостью 6 млн евро. Об этом заявило Госагентство по управлению зоной отчуждения.

@bbcrussian",0,russia,0,0,0,0,0,0,0,3,,
204449,❗️Минобороны РФ: Зеленский утратил контроль за действиями украинских диверсионных групп с участием иностранных наёмников,0,russia,0,0,0.5,0,0,0.5,0.5,2,,
85818,"🇺🇦 Очередное видеообращение Владимира Зеленского

▪️ Российские силы продолжили наносить ракетные удары по военным и гражданским объектам. 
▪️ Украинцы демонстрируют героизм, не дали реализовать врагу замысел и занять страну за первый день.
▪️ Авиация подло работает над жилыми кварталами. 
▪️ Санкций партнёров недостаточно.
▪️ Граждане Украины, ВСУ, силы территориальной обороны проявляют максимальную выдержку.
▪️ Оказывайте друг друг помощь, помогайте добираться до бомбоубежищ. Доверяйте официальной информации.
#Украина
@rybar",0,russia,0,0,0,0,0,0,0,1,,
704592,"​​‼️ Виведені з півночі України війська потребують значного поповнення для перекидання на Донбас, - Міноборони Великобританії

""Багатьом з цих сил буде потрібно значне поповнення, перш ніж вони будуть готові до розгортання далі на схід, при цьому будь - яка масова передислокація з півночі, ймовірно, займе як мінімум тиждень"", - йдеться в повідомленні.

За даними Міноборони Британії, російські обстріли міст на Сході і півдні тривають, і російські війська просунулися далі на південь від стратегічно важливого міста Ізюм, яке залишається під їх контролем.

Підтримати ЦН| Tg|  Fb | Twitter| TikTok",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
186348,"Джо Байден заявил, что призывает создать трибунал по военным преступлениям на Украине, сообщает Reuters. Президент США также сообщил, что его администрация продолжит вводить новые санкции против России.",0,russia,0,0,0,0,0,0,0,3,,
457950,"❗️ На Донбассе ВСУ отбили 10 атак российских оккупантов.

Украинские защитники уничтожили 12 танков, одну артиллерийскую систему, 28 единиц бронированной техники, самолет Су-34, вертолет Ка-52, четыре БПЛА и крылатую ракету.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
31835,"Минобороны РФ:

— За последние сутки добровольно сложили оружие ещё 110 украинских военнослужащих. 

— ВС РФ с начала операции поразили 1146 объектов военной инфраструктуры Украины, среди них 31 пункт управления и узел связи ВСУ, 81 комплекс ПВО С-300, ""Бук М-1"" и ""Оса"", а также 75 радиолокационных станций.

— Российская оперативно-тактическая авиация поразила 6 колонн бронетехники ВСУ.

— Уничтожены 311 танков и других бронемашин, 42 самолета и вертолёта (в том числе на земле), 51 реактивная система залпового огня, 147 орудий полевой артиллерии и минометов.",0,russia,0,1,0,0,0,1,0.5,3,,
450790,"☝️Головне зі зведення Генштабу станом на 18.00:

🔸Морги в тимчасово окупованому Луганську переповнені загиблими окупантами. 

🔸У лікарні окупанти розмістили військовий госпіталь, що повністю зайнятий пораненими військовослужбовцями РФ. Частина лікарні відведена для зберігання трупів, оскільки морги перевантажені.

🔸ЗСУ відбивають наступ окупантів на Київ та утримують визначені рубежі.

🔸25 березня ліквідовано командувача 49-ю загальновійськовою армією Південного військового округу генерал-лейтенанта Якова Резанцева, який командував наступом на Миколаїв.",0,ukraine_ukrainian,0,1,0,0,0,1,0.5,3,,
550384,"‼️Житомирская область, в укрытие!‼️

Русский Корабль Иди … | Подписаться",0,ukraine_russian,0,1,0,0,0,0,0.5,3,,
391649,"В гражданство РФ приняты более 18 тысяч прибывших граждан Украины, ДНР и ЛНР, выдано около 12 тыс. паспортов – замначальника ГУ по вопросам миграции МВД России Олег Кадочников

Подписаться на @truekpru",0,russia,0,0,0,0,0,0,0,3,,
104799,"Ассаламу Алайкум, дорогие друзья! Наши бойцы продолжают выполнять поставленную Верховным Главнокомандующим ВЛАДИМИРОМ ВЛАДИМИРОВИЧЕМ ПУТИНЫМ и моим ДОРОГИМ БРАТОМ, Главой Чеченской Республики, Героем России РАМЗАНОМ АХМАТОВИЧЕМ КАДЫРОВЫМ задачу по освобождению Украины от террористов, бандеровцев и прочих подонков! Также мы помним поручение нашего Глубокоуважаемого Главы ЧР РАМЗАНА АХМАТОВИЧА - всеми силами и средствами обеспечить безопасность мирных граждан. Жители Мариуполя долгое время находились в кольце бандеровцев, будучи лишенными еды, медикаментов. Сегодня наши бойцы всячески помогают мирному населению в решении этих проблем! Нет сомнений, мы продолжим очищать Украину от бандеровщины и положим конец тирании этого преступного режима! Мы выполним поставленную перед нами задачу! 
АХМАТ-СИЛА! АЛЛАХУ АКБАР!!! 
👍🤲☝️#Кадыров #Делимханов #Россия #Чечня #100летЧеченскойгосударственности
#МыВместе #ВремяПомогать #СвоихНеБросаем #МыРезерв",2,russia,1,1,1,1,1,1,1,3,,
550174,"Очередные трофеи для ВСУ

ТЗМ-Т для ТОС-1А ""Солнцепёк"" у наших ребят!

Русский Корабль Иди … | Подписаться",1,ukraine_russian,0,1,0,0,0,0,0.5,3,,
693882,"Рубрика: новости палаты номер 6

""Комиссия Госдумы начала проработку вопроса о приглашении в РФ Нуланд и Байдена-младшего в рамках расследования работы американских биолабораторий на Украине"". Ирина Яровая, депутат Госдумы РФ",0,ukraine_russian,0,0,0,0,0,1,0.5,3,,
683965,"❗️Втрати окупантів! 

Центр протидії дезінформації при РНБО зібрав інформацію по основних втратах російських загарбників за 1 березня: 

🔺Секретар РНБО Олексій Данілов повідомив, що українському керівництву стало відомо про спецоперацію кадировців із вбивства Президента Володимира Зеленського. Усю елітну групу кадировців було знищено

🔺Збройні Сили України нанесли удар Точкою-У по летовищу Бердянська, де загарбники зосередили велику кількість військ

🔺Екіпажі штурмовиків Су-25 та бомбардувальники Су-24м Повітряних Сил ЗС України спільно нанесли 4 авіаудари по колонах танків, броньованої техніці противника та інших цілях",0,ukraine_ukrainian,0,1,1,0,1,1,0.5,2,,
497965,"Орки обстріляли Харківщину на Великдень, зруйновано будинки: є загиблі

Зокрема йдеться про місто Чугуїв та село Калинове.

Доброго вечора, ми з України | Підписатись",1,ukraine_ukrainian,1,1,1,1,1,1,1,3,,
238907,"Их двух Макдональдсов, мимо которых мы сегодня проезжали в столице нашей Родины - Москве, оба работают.

Есть подозрение, что работают все. Вот тебе и ""солидарность с Украиной"" 😂😂😂",1,russia,0,1,0,0,0,0,0.5,3,,
460474,"Оккупанты захватили восточные окраины Мариуполя. Основные усилия противника сосредоточены на захвате городов Мариуполь и Северодонецк, - Генштаб ВСУ.",0,ukraine_russian,0,0,1,0,1,0,0.5,3,,
510909,"Добірка фейків, маніпуляцій та дезінформаційних «вкидів», що ворог продукував протягом 29.03.2022 року. 
 
1. Окупаційні війська поновили тактику обстрілів захоплених населених пунктів для дискредитації ЗСУ в очах місцевого населення. Перед цим ворог попереджає, що будуть обстріли з української сторони.
 
2. Міноборони рф повідомило, що політичне та військове керівництво України «наказує нацбатам знімати постановочні відео про скоєння військовими росії вбивства мирних громадян та мародерство». 

3. Пропагандисти рф продовжують просувати тези «ні русофобії, росіяни не мають відповідати за путіна, росіяни не мають страждати від санкцій».

#інфотерор
#StopFake 

@operativnoZSU
https://t.me/operativnoZSU",0,ukraine_ukrainian,0,0,1,0,1,0,0.5,3,,
798107,"🇺🇦💪""Навіть якщо привезти сюди вмирати мільйон російських громадян, окупувати українців неможливо"", - Зеленський.

Підписатись на Факти Україна 🇺🇦",1,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
668544,"Украине нужно значительно больше тяжелой дальнобойной артиллерии, чтоб обеспечить перелом в войне, сообщил советник главы ОП Михаил Подоляк. 

Как сообщил Подоляк, ежедневно рф теряет убитыми 510-530 человек и это свидетельствует о чрезвычайно высокой интенсивности боев.

""Чтобы удвоить/утроить для РФ количество безвозвратных потерь, необходимо резко увеличить объем поставок снарядов в тяжелые и дальнобойные артиллерийские системы"", - считает Подоляк.

Отметим, что пока Запад не хочет передавать Украине тяжёлые вооружения.",0,ukraine_russian,0,1,0,0,0,0,0.5,3,,
707972,"Хакери Anonymous злили особисті дані 120 тисяч окупантів, що воюють в Україні:

""Всі солдати, які беруть участь у вторгненні в Україну, мають постати перед військовим трибуналом"".


Посилання на списки:",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
644392,"Геращенко сообщает, что РФ начало обстрел украинского берега в Одесской области

Ссылка на нас - https://t.me/+XQJhAcf4zqUyZDMy 
Дежурим 24/7! 

Одесса как она есть | Наша инста | Написать нам",0,ukraine_russian,0,0,0,0,0,0,0,3,,
314466,"Дмитрий Медведев в интервью РИА Новости:

▫️ Зарубежные компании, приостановившие работу в России, уговаривают не вводить внешнее управление и не национализировать их, так как хотят вернуться, они это сделают, но вопрос, когда и с какими потерями

▫️Никто не хочет никакой войны, тем более ядерная война — это угроза вообще существованию человеческой цивилизации. В этом смысле правы те аналитики, которые говорят, может быть, несколько цинично, но тем не менее, что создание ядерного оружия предотвратило огромное количество конфликтов в XX и XXI веке. Это правда

▫️ Комментировать переговоры дело неправильное, переговоры требуют тишины

▫️Цель переговоров со стороны России — зафиксировать все результаты, на которые направлена спецоперация, в том числе нейтральный статус Украины, её демилитаризация и отказ от использования нацистских идеологических законов

▫️ У Украины свои задачи: сохраниться как государство и обеспечить себе дальнейшее развитие

@infomoscow24",0,russia,0,0,1,1,0,0,0.5,3,,
471949,"Це Вільхівка у Харківській області. Вчора азовці підбили там ворожу техніку, взяли в полон 30 росіян. Стільки ж - відправили на той світ. 
Так тримати, побратими! 

Сьогодні ще будуть фото та відео звідти. Попереду - чимало роботи!",2,ukraine_ukrainian,0,1,1,0,0,0,0.5,3,,
560768,"Увага! Шановні жителі області! Сьогодні повітряна тривога оголошувалась більше 10 разів! 

Чому так часто? Повітряна тривога оголошується, коли сили ПВО сповіщують про рух ворожих літаків у напрямку Чернігівської області або є підтвердження запуску балістичних ракет. 
Точне місце, куди може влучити ракета, чи який населений пункт атакує літак, визначити важко.

Тому повітряна тривога (в т. ч. і по всій території області одразу) буде оголошуватися стільки разів, скільки цього вимагатиме ситуація! 

Це рятує людські життя!",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
430253,"Інформація щодо російського вторгнення станом на сьогодні від заступника міністра оборони Ганни Маляр ⤵️

▪️Інтенсивність просування російських військ вглиб України зменшилась.

▪️Окупанти зазнали величезних втрат, тому зараз намагається поповнити особовий склад та перегрупувати свої війська, оскільки не полишають планів наступальної операції.

▪️Ворог деморалізований, але робить висновки та «вчиться з нами воювати».

▪️Зараз вони намагатимуться закріпитись на тих рубежах, які тимчасово окуповані їхніми військами.

▪️щоб показати бодай «якийсь результат», ворог руйнує міста, села та цивільну інфраструктуру.

▪️Війна — це серйозне випробування, але ми його пройдемо та обовʼязково переможемо.

Реальная Война",1,ukraine_ukrainian,0,0,1,0,1,0,0.5,3,,
508237,"Мер Харкова: ми готові евакуювати людей з районів, які перебувають під постійними обстрілами

Міський голова Харкова Ігор Терехов пообіцяв допомогти евакуюватися людям, які живуть у тих районах міста, які перебувають під постійними обстрілами ворога.

«Хочу звернутися до всіх жителів Північної Салтівки, П'ятихаток, інших районів, які знаходяться під постійними обстрілами російського агресора. Так, нелегко, але ми готові вас евакуювати. Дуже прошу вас, ухваліть рішення зберегти свої життя. Ми вас вивеземо і поселимо в нормальних умовах», — сказав Терехов  у відеозверненні увечері 21 квітня.

Він не уточнив, куди саме пропонує евакуювати цих людей. Але раніше Терехов говорив про те, що харків'ян, які погодилися виїхати з районів міста, що постійно обстрілюються, розміщують у дитячих садках, школах і будинках інтернатах.

Мер також вкотре закликав містян без необхідності не залишати укриття та бомбосховища.
@operativnoZSU",0,ukraine_ukrainian,0,0,1,0,1,0,0.5,3,,
588487,"⚡️ Переговоры РФ и Украины начнутся в утренние часы

В нашей делегации на переговорах с Россией будет Давид Арахамия (Слуга Народа) .

Инсайдер UA  | Подписаться",1,ukraine_russian,0,0,0,0,0,0,0,3,,
670132,"Украина подтверждает, что Россия установила контроль над Северо-крымским каналом и пустила воду в Крым.

По данным Госэкоинспеции водозабор из Каховского водохранилища идет со скоростью (4 320 000 кубических метров в сутки).

Госэкоинспеция в связи с этим заявила о «краже воды» на сумму в 620 млн грн.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
537705,"Сервис по поиску жилья Airbnb запретил жителям россии и Беларуси бронировать жилье по всему миру

Граждане этих стран не смогут оформить бронирование где бы то ни было.

Их просто нигде видеть уже не хотят. Страны-изгои.

Труха⚡️Днепр
Прислать новость 📸",0,ukraine_russian,0,1,1,0,0,0,0.5,3,,
557191,"Українці бачать, що Франція так само цінує свободу, як це було завжди. І ви захищаєте її. Ви памʼятаєте, що це таке. Свобода, рівність, братерство. Кожне з цих слів для вас сповнене силою! Я відчуваю це. Українці відчувають це. Тому ми очікуємо від Франції, від вашого лідерства, що ви зможете зробити так, щоб Росія шукала мир. Щоб закінчила цю війну проти свободи. Проти рівності. Проти братерства.",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
217882,"⚡️ Белый дом опубликовал заявление президента Джо Байдена в связи с началом операции в Донбассе

«Президент Путин начал войну, которая принесет катастрофические человеческие жертвы и страдания. Только Россия несет ответственность за смерть и разрушения, которые принесет это нападение, и Соединенные Штаты, их союзники и партнеры ответят единым и решительным образом. Мир призовет Россию к ответу. Этим вечером я буду следить за ситуацией из Белого дома и буду продолжать получать регулярные обновления от моей службы национальной безопасности. 

Завтра утром я встречусь со своими коллегами из G7, а затем выступлю с обращением к американскому народу, чтобы объявить о дальнейших санкциях, которые Соединенные Штаты, наши союзники и партнеры наложат на Россию за этот ненужный акт агрессии против Украины, глобального мира и безопасности».",0,russia,0,0,0,0,0,0,0,3,,
551435,"❗️Общие потери противника от Минобороны Украины

Русский Корабль Иди … | Подписаться",0,ukraine_russian,0,1,1,0,1,0,0.5,3,,
519982,"- «Укрлайф» с Людмилой Немырей: 

00:00 Бояться украинцам «операции» «Астролябия Будды»?)
05:12 Геополитический раскол на Западе.    
09:26 Полномасштабная война для России – это перевод управляемого хаоса в неуправляемый.
14:43 Какие последствия признания Путиным так называемых ДНР и ЛНР?
19:05 Собирать украинцам тревожные чемоданчики?
21:16 Как трактовать заявление Минобороны России об отводе войск?
24:35 Блеф Лаврова про уступки Запада.
29:05 Красный период для Украины: плановые переключения на европейские энергосети.
31:28 Про завершение российско-беларуских учений.
32:13 Телефонный разговор Алексея Резникова с министром обороны Беларуси:

https://youtu.be/74Ugyx_rSZo",0,ukraine_russian,0,0,0,0,0,0,0,3,,
617746,"‼️🇺🇦🏴‍☠️ Мариуполь: металлургический комбинат «Азовсталь», куда отступили нацисты из ""Азова"" - вид изнутри
В это время войска России и ДНР продолжают наступление

Правдивости - подписаться
Второй канал",0,ukraine_russian,0,0,0,0,0,0,0,1,0.5,ukrainians
353302,"Лавров о российско-украинских переговорах: украинская сторона должна понять, что нужно избежать повторения истории с Минскими соглашениями",0,russia,0,0,0,0,0,0,0,3,,
208637,"✊ «Нет войне!» «Нет войне!» — скандируют тысячи жителей Москвы и Петербурга, вышедшие сегодня на антивоенные акции.

Людей не испугали ни жесткие задержания, ни новые статьи КоАП и УК против несогласных с военной агрессией (грозящие большими штрафами и 15 годами тюрьмы).

Правозащитный проект «ОВД-Инфо» сообщает о 934 задержанных в Москве и 571 в Санкт-Петербурге. Всего за воскресенье были задержаны уже более 2975 человек в 49 городах. 

Судя по этим цифрам, по всей стране против «украинской кампании» митинговали десятки тысяч россиян.

Видео: Автозак.Live, Петербург против войны",0,russia,0,0,0,0,0,0,0,3,,
134054,"Минобороны РФ:

«Мы знаем, как относятся украинские нацисты к немногим захваченным российским военнослужащим.

И видим, что истязания и пытки те же, что были у германских нацистов и их прихвостней полицаев в Великую Отечественную.

Фиксируются и идентифицируются все лица, голоса, телефоны и координаты, IP-адреса, а также переписка всех украинских нацистов, причастных к издевательствам над нашими товарищами.

Также это касается руководителей киевского режима и их исполнителей, прямо призывающих к издевательствам над российскими военнослужащими в нарушение конвенции по обращению с военнопленными.

Все вы будете найдены и неминуемо понесёте суровую ответственность».

@rt_russian",1,russia,0,1,1,1,0,0.5,1,2,,
